Statement,Label,Party_Affiliation,Subjects
Democrats failed to flip the Wisconsin state Senate because recall elections were in the deepest red districts in the state.,FALSE,republican,"afghanistan,iraq"
"The Senate version of the economic stimulus package includes ""millions of dollars to World War II Filipino veterans in the Philippines.""",TRUE,republican,"federal-budget,stimulus,transportation"
TheHousebudget plan proposes the largest discretionary spending cut in history.,TRUE,republican,"education,labor"
Ted Cruz is unknown to the vast majority of Texans.,FALSE,republican,"health-care,message-machine-2012"
"Says Anthropology is a STEM (science, technology, engineering, math) field.",TRUE,democrat,"bipartisanship,history"
"When news broke that Ferguson 18-year-old Michael Brown was a suspect in a robbery, MSNBC practically went off the air for a while to have behind-closed-doors meetings to figure out how to deal with this new revelation.",FALSE,organization,"campaign-finance,drugs,elections"
"People ""can't go fishing anymore because of Obama.""",FALSE,democrat,"labor,state-budget"
Congressional Budget Office says 8 (percent) unemployment till 2014!,TRUE,democrat,iraq
Says top Clinton advisers were pressing birther movement stories very hard.,FALSE,democrat,"economy,immigration"
Things like having Friday classes have been shown to be very effective on college campuses in reducing drinking.,TRUE,republican,taxes
"Walmart employees receive roughly $5,800 in public assistance per year.",FALSE,democrat,"economy,health-care,jobs"
"When adjusted for inflation, (Texas) per-student spending has remained relatively flat over the past 16 years. Despite that trend, Texas schools in 2017 will receive $381 less per student than they did in 2003.",TRUE,democrat,"debates,foreign-policy,terrorism"
"As Virginias governor, Allen cut spending and waste with bipartisan support.",TRUE,activist,campaign-finance
My position hasnt changed on using executive authority to address immigration issues.,FALSE,democrat,elections
"Protesters in La Crosse blocked an exit and surrounded a State Patrol car carrying the governor and were beating on the windows and rocking the vehicle. When the car was extricated from the crowd, a truck blocked a second exit.",FALSE,republican,"stimulus,veterans"
Oregon schools receive millions of dollars per year in federal school lunch assistance and yet they are required to spend that money almost anywhere but Oregon.,TRUE,republican,"federal-budget,history"
"Almost half a million people are still eligible (for DACA), particularly in the Asian-American and Pacific Islander community.",TRUE,democrat,"candidates-biography,polls"
"The pastor McCain calls his 'spiritual guide,' Rod Parsley, believes America's founding mission is to destroy Islam, which he calls a 'false religion.' ",TRUE,republican,"education,science"
"First, Donald Trump said wages are too high, and both Donald Trump and Mike Pence think we ought to eliminate the federal minimum wage.",TRUE,none,"criminal-justice,transparency"
Dan Gelbers employment by BPs law firm could disqualify him from representing Florida against BP as Attorney General.,FALSE,none,"environment,pundits,recreation,science"
The congressional district for Miami-Dade and Broward counties has a staggering drop-out rate of almost 61 percent.,FALSE,republican,"economy,jobs"
I was never against same-sex marriage.,TRUE,republican,obama-birth-certificate
Says protesters at the Wisconsin state Capitol on the night the state Senate passed collective bargaining changes damaged the windshield of his car.,FALSE,none,"Alcohol,education"
You can absolutely get a gun if you have several felonies as long as you buy it on the Internet or at a gun show.,TRUE,none,"welfare,workers"
"Bill Gunter would drain millions from local public schools, and give our tax dollars to private, for-profit schools run by out-of-state corporations.",FALSE,democrat,"education,state-budget,state-finances"
"Small businesses that have $250,000 in gross sales for the business. Theyre the ones that are looking at massive tax increases.",FALSE,none,"job-accomplishments,market-regulation,state-budget"
Michael Dukakis created jobs three times faster than Mitt Romney.,TRUE,democrat,"immigration,legal-issues"
Our children do not spend any time in school learning about our own U.S. Constitution.,FALSE,republican,"labor,state-budget,unions"
"Says Hillary Clintons rejection of efforts to make it easier to vote and harder to cheat not only defies logic, but the will of the majority of Americans.",TRUE,democrat,"congress,education,federal-budget"
"Every time weve cut taxes, revenues have gone up, the economy has grown.",FALSE,democrat,immigration
Says state Rep. Diana Maldonado of Round Rock uses Craigslist to hire campaign block walkers.,TRUE,democrat,religion
Says that President Barack Obama said an attack on Syria was going to be a pinprick.,FALSE,democrat,"economy,government-regulation,income,labor,poverty,small-business,wealth,workers"
"Raising taxes on investment income has actually lowered the revenue received from the tax, while cutting capital gains tax rates has increased revenue.",TRUE,democrat,"candidates-biography,legal-issues,oil-spill"
"Common welfare programs give income of $43,330 or $20.83 an hour.",FALSE,democrat,"children,education"
Senate Bill 5 makes it harder for nurses to give the patients the quality care they need.,FALSE,none,marriage
"Says that Tim Pawlenty eliminated health insurance for 33,000 to 35,000 people when he was governor of Minnesota.",TRUE,republican,"labor,state-budget"
A public option for health care would end private insurance because the private insurance people will not be able to compete with a government option.,FALSE,none,"crime,guns"
Says Donald Trump saidas recently as a few weeks ago in Phoenix that every undocumented person would be subject to deportation.,TRUE,democrat,"education,state-budget"
"Says his deficit plan made some adjustments to (Simpson-Bowles), and were putting it forward before Congress right now, a $4 trillion plan.",TRUE,republican,"small-business,taxes"
Says Jeb Bush appointed a guardian for the fetus of a rape survivor.,FALSE,republican,jobs
"Thanks to actions by the Milwaukee County Board on the 2013 budget, the amount of county taxes on the average home in the city of Milwaukee would be a $19 decrease.",FALSE,republican,education
"Eighty percent of those who have applied for licenses have no cancer, no Parkinsons disease or glaucoma. They have nothing you would associate [with] the use of medical marijuana.",TRUE,republican,elections
"Says Sen. John McCain told dreamers that hell support the Dream Act, then he voted against it.",TRUE,republican,"economy,federal-budget,taxes,abc-news-week"
The Pell bridge is a tourism bridge essentially and not a commuter bridge.,FALSE,republican,"campaign-finance,workers"
Says a portfolio managed by the Texas General Land Office earned 22 percent last year while the states emergency reserve account experienced a 1 percent gain.,TRUE,republican,"foreign-policy,military"
Says Colorado food stamp recipients can use ATMs to get cash to buy marijuana.,FALSE,republican,taxes
The State of Wisconsin thinks you should have to wash your hands at least 28 times to make one peanut butter-and-jelly sandwich.,TRUE,organization,"children,economy,families,federal-budget,government-regulation,health-care,housing,hunger,income,medicaid,poverty,state-finances,welfare,women,workers"
"When Social Security, Medicare and Medicaid were created, Republicans stood on the sidelines",FALSE,none,"jobs,labor,unions"
"Gun violence is by far the leading cause of death for young African American men, outstripping the next nine causes of death combined.",TRUE,none,health-care
"Under Republican economic policies, the typical American family saw their incomes fall by about 6 percent.",TRUE,republican,health-care
"Hillary interned with Bob Treuhaft, the head of the California Communist Party.",FALSE,democrat,"candidates-biography,homeland-security,immigration"
"Across the board, violent crime in jurisdictions that recognize the Right to Carry is lower than in areas that prevent it.",FALSE,democrat,"deficit,federal-budget"
Using a surcharge on the cigarette tax to help pay for a new downtown sports arena is not feasible under state law.,TRUE,none,abortion
Says employers are still allowed to pay people with disabilities below the minimum wage.,TRUE,none,"county-budget,county-government,taxes"
Kendrick Meek was named one of the two most corrupt Democrats in Congress by Citizens for Responsibility and Ethics in Washington.,FALSE,democrat,"drugs,health-care,marijuana"
"Under Mayor Angel Taveras Providences bond rating was downgraded from A to BBB, two steps above junk-bond status.",TRUE,democrat,immigration
"Says using E-Verify is a fair amount of cost, about $20 per person that does not match.",TRUE,democrat,"economy,infrastructure,recreation,state-budget,state-finances,tourism"
There is a growing body of evidence that radiation in excess of what the government says are the minimum amounts you should be exposed to are actually good for you and reduce cases of cancer.,FALSE,republican,"education,state-budget,state-finances"
Women in the United States are paid about 70 percent of what men earn for the same work.,FALSE,none,"drugs,marijuana,welfare"
"Wisconsin has created just under 100,000 jobs since he took office.",FALSE,talk-show-host,"county-government,food-safety,government-regulation,health-care"
"In New Jersey, Gov. Christie vetoed legislation to extend early voting.",TRUE,democrat,"health-care,history,medicaid,medicare"
Were the most highly taxed nation in the world.,FALSE,democrat,"diversity,guns"
"Says federal regulations adopted in 2011 increased the cost of each vehicle for his business by $10,000.",TRUE,democrat,"economy,families"
"Even if you took literally every single ounce of platinum in the world, it still wouldnt add up to enough needed to pay down our nations debt.",TRUE,none,candidates-biography
A new law requires the USDA to approve the harvest and sale of crops from genetically modified seed even if a court has ruled against the crop as being dangerous to public safety or the environment.,TRUE,none,"crime,guns"
"Says under Oregon law, girls from 15 years of age and up are given complete control over whether to be sterilized or not.",FALSE,democrat,taxes
"In Afghanistan ""the (military) leadership has proposed a new medal, an award for 'Courageous Restraint' ... for 'NOT FIRING BACK.' """,TRUE,democrat,"civil-rights,disability,income,jobs,market-regulation,workers"
The Justice Departments Fast and Furious gun-walking program started in the Bush administration.,FALSE,democrat,"candidates-biography,ethics,message-machine"
Says one of Austin City Council Member Randi Shades biggest contributors is the lobbyist for the Formula 1 racetrack planned outside Austin.,FALSE,organization,"city-budget,job-accomplishments"
"As unbelievable as it sounds, your tax dollars are funding the federal governments Zombie Apocalypse Plan. I kid you not.",FALSE,republican,immigration
Rob Portman is the one who actually sucked the jobs out of the (Mahoning) Valley and sent them to China.,FALSE,republican,"nuclear,pundits,science"
Gov. Scott Walker and the Republican-controlled state legislature have added over $140 million in new special interest spending,FALSE,democrat,"jobs,women"
"When it comes to what little bit of job creation was happening in Massachusetts (when Mitt Romney was governor), it was happening in the public sector at six times the rate that it was happening in the private sector.",TRUE,republican,"job-accomplishments,jobs"
Says former Sen. George Allen voted four times to raise his own pay.,TRUE,democrat,elections
Eighty-seven percent of private insurance plans currently include (abortion) coverage.,TRUE,republican,taxes
"Rhode Island has the second highest per enrollee (Medicaid) cost of any state in the country, which is 60 percent higher than the national average.",TRUE,republican,"environment,market-regulation"
One estimate says there may be three times as much oil in the United States as there is in Saudi Arabia.,FALSE,republican,debt
Says he fought Obama at the Supreme Court and won.,TRUE,none,"corrections-and-updates,food-safety,government-regulation"
"Says actor Dwayne The Rock Johnson wore a T-shirt stating: We Stand for the flag, we kneel for the fallen.",FALSE,organization,"health-care,public-health"
"There have been some estimates that if you deported everybody who is in Texas illegally, it would create an economic recession for the state.",TRUE,republican,"afghanistan,military"
Tim Kaine supported higher energy costs for families.,FALSE,democrat,guns
"Ending federal funding for National Public Radio would jeopardize 9,000 jobs.",FALSE,democrat,"city-budget,city-government,ethics"
Says Florida refused to allow theinsurance commissioner to negotiate lower rates with companies or refuse rates that are too high under Obamacare.,TRUE,republican,federal-budget
Rick Scott has said that he would do away with the Department of Community Affairs.,FALSE,democrat,economy
Oregons Umpqua Community College where the shooting occurred was a gun-free zone.,FALSE,organization,"health-care,small-business,taxes"
"As a result of National Rifle Association and other private-sector (safety-education) programs, fatal firearms accidents are at the lowest level in 100 years.",TRUE,democrat,jobs
Georgias CRCT set some of the lowest expectations for student proficiency in the nation.,TRUE,democrat,voting-record
"He's been endorsed by ""every major newspaper here in the state of Texas.""",TRUE,democrat,"abortion,health-care"
The House of Representatives does not have a prochoice majority.,TRUE,democrat,"economy,federal-budget,government-efficiency,health-care,medicaid,poverty,public-health,market-regulation,state-budget,state-finances,states,taxes"
Romney outsourced call center jobs to India.,TRUE,republican,"energy,message-machine-2012"
"To give a sense of how families are struggling, a record four out of every 10 school kids in Ohio now qualifies for subsidized lunch.",TRUE,republican,supreme-court
"Says Obama puts 15 unelected, unaccountable bureaucrats in charge of Medicare, who are required to cut Medicare ... that will lead to denied care for current seniors.",FALSE,republican,"fake-news,pop-culture"
"President Barack Obama has now spent three years proving that he kills jobs in energy, he kills jobs in manufacturing.",FALSE,none,immigration
Margaret Sanger wanted a black Christian leader to be like a Judas goat and lead the blacks to genocide. Remember that? And they picked Martin Luther King as their spokesman.,FALSE,none,"cap-and-trade,climate-change,energy,message-machine-2012"
Virginia state employees pay nothing toward their pensions.,FALSE,democrat,jobs
Says Barack Obama and Hillary Clinton are responsible for leading America into a deal that will arm Iran.,TRUE,democrat,"health-care,states"
95 percent of teachers and principals are not implicated in the [Atlanta Public Schools cheating scandal] report at all.,TRUE,democrat,state-budget
Florida is the largest dog-racing state in the country.,TRUE,republican,guns
Says Donald Trump is for a single-payer health care system.,TRUE,none,"crime,guns"
Vows to keep Georgias race for governor civil and focused on the positive.,FALSE,republican,education
We cut our deficits by more than half.,TRUE,democrat,elections
"A study from the Massachusetts Institute of Technology, Harvard, and Dartmouth concluded that Medicaids value to its beneficiaries is significantly lower than the actual cost of the program.",TRUE,democrat,abortion
Says Sen. Ted Cruz used to be in favor of birthright citizenship but is now against it.,FALSE,democrat,"jobs,message-machine-2012"
"40,000 veterans in Texas wont get health care because Perry rejected Obamacares Medicaid expansion.",TRUE,none,"children,economy,families,poverty"
"U.S. unemployment among people ages 16 to 24 is 18.4 percent, which is a 60-year high.",TRUE,republican,medicare
Says U.S. Sen. Ron Johnson voted to let oil and gas companies emit unlimited carbon pollution into our air,TRUE,republican,"economy,energy,history,jobs,workers"
An overwhelming majority of Republican and Democrat law enforcement leaders have endorsed Brad Schimel.,TRUE,republican,"abortion,history,public-health,women"
"What do Rutgers University, Kean University, Montclair State University, New Jersey City University, Stockton College, Rowan University and William Paterson all have in common? They all graduate less than 50 percent of their students within four years.",TRUE,republican,"retirement,state-budget"
"Opponent Holly Benson said that Just because youre poor doesnt mean youre unhealthy, it just means you have a lot more time to go running.",TRUE,republican,"homeland-security,israel,nuclear,terrorism"
Most of the people who have signed up through the Obamacare exchanges already had insurance.,FALSE,democrat,education
Says a change in law he carried stopped a $100 million tax increase in the Dallas school district.,TRUE,democrat,"animals,gambling,tourism"
Weve recovered (from the recession) faster and come farther than almost any other advanced country on Earth.,TRUE,republican,health-care
Jeff Greene on why hewent Cuba.,FALSE,none,message-machine
Says Hillary Clinton isunder investigation with the FBI right now.,TRUE,democrat,"deficit,economy,federal-budget"
"The average (public school) teacher in Wisconsins making $89,000 a year in salary and benefits.",FALSE,republican,"health-care,medicaid"
"(Chris Christie) has not paid one dollar of state money into our pension system, and then states that the system is broke.",TRUE,republican,immigration
States have cumulatively cut over $1.8 billion from their mental health services between 2009 and 2011. This is the largest reduction in state mental health services in half a century.,TRUE,democrat,"health-care,veterans"
"Under Republican Chris Christie, New Jersey had the highest increase in unemployment in the country last year. Nearly 1 in 10 jobless. The worst unemployment in the region. Near the bottom in economic growth, yet Christie protected a tax cut for millionaires but vetoed a minimum wage hike.",TRUE,none,"jobs,occupy-wall-street,workers"
Mitt Romneys companies were pioneers in outsourcing U.S. jobs to low-wage countries.,TRUE,organization,"climate-change,energy,environment,transportation"
28 percent of Kentuckians dont have any online access.,TRUE,republican,"criminal-justice,elections,job-accomplishments"
We spent twice as much per capita for health care in this country as the next closest nation.,FALSE,democrat,education
The Obama administration called Bashar Assad a reformer when he was turning his Russian-provided guns on his own people.,TRUE,republican,"candidates-biography,health-care"
Currently it costs more than a penny for the U.S. Mint to make a one cent coin and more than a nickel to make the five cent piece.,TRUE,none,health-care
"On the day the House voted on the climate change bill, there was not even a copy of the bill in the well of the House, which is standard. It wasnt even written.",FALSE,republican,"education,taxes"
Says Hillary Clinton makes more per hour at a speaking gig than the average CEO does in a year.,FALSE,democrat,economy
"Says Every time the Legislature suspended the kicker, most recently the corporate kicker in 2007, Salem spent every penny and failed to stabilize the states revenues.",FALSE,democrat,"candidates-biography,ethics"
Cuba has a lower child mortality rate than ours. Their life expectancy is now greater than ours.,TRUE,republican,"criminal-justice,debates"
Says Baltimore police are trained by Mossad and Shin Bet.,FALSE,republican,"education,labor,state-budget"
"Wisconsin ranks No. 2 in economic growth, according to the Federal Reserve Bank of Philadelphia.",FALSE,democrat,"retirement,state-budget"
Says he never voted for a tax increase.,FALSE,democrat,"guns,health-care"
"When we lower tax rates, we generate more in revenues. That happened in 86 with the Reagan plan, happened in 2001, following the Bush plan.",TRUE,democrat,"economy,jobs,states"
The Atlanta areas water planning district is now the national leader in conservation.,FALSE,democrat,"candidates-biography,economy"
"The state of Wisconsin pays plumbers, engineers and other attorneys much, much more than it pays attorneys to represent poor people.",TRUE,none,"congress,campaign-advertising,states,technology"
Says Peyton Manning struggles in cold weather games.,TRUE,republican,health-care
"Under President Bush in eight years, we added $4.9 trillion to the debt. Under President Obama, weve added $5.3 trillion to the debt in the 3.5 years hes been in office.",TRUE,republican,foreign-policy
Minnesota has passed and Indiana has passed right to work laws making union membership and dues optional,TRUE,democrat,economy
Gov. Rick Scotts sale of the state planes was not proper.,TRUE,none,"energy,environment,pundits"
The health care law is job killing.,FALSE,none,"income,wealth,workers"
Weve seen a remarkable reduction in the number of Americans being executed -- its down nearly two-thirds over the past generation.,TRUE,republican,"state-budget,state-finances,taxes"
Onthe Iran nuclear deal,TRUE,democrat,"children,foreign-policy,health-care,public-health"
Q: What do these Patriotic Americans have in common? A: They are all Draft Dodgers.,FALSE,none,"israel,public-safety"
"Outside of recall elections, theres never been a public official removed from office in Wisconsin for anything but malfeasance in office.",TRUE,republican,economy
"Half of all Americans have less than $10,000 in their savings account.",TRUE,republican,"debt,deficit,taxes"
Says theres no language in the U.S. Constitution that prevents someone from running for Congress simultaneously in multiple states.,TRUE,republican,"federal-budget,taxes"
The United States is 50th in life expectancy in the world.,TRUE,none,environment
"Ebola is incredibly contagious, very transmissible and easy to catch.",FALSE,none,"legal-issues,state-budget"
"In 2010, Betty Sutton voted to destroy Medicare.",FALSE,none,sports
Travis County residents trusted me to take on Tom DeLay and we won.,FALSE,republican,debt
The turnout on May 14th was just 7 percent -- the lowest turnout in decades.,TRUE,republican,"economy,jobs,labor,state-budget"
Eric Cantor voted to fully fund Obamacare in October.,FALSE,republican,"legal-issues,state-budget"
On support for ethanol mandates,TRUE,republican,"economy,health-care"
The fiscal cliff agreement was the largest tax increase in history.,FALSE,none,criminal-justice
On the mosque near ground zero.,TRUE,democrat,nuclear
Latin Americas economy is almost as big as the economy of China.,TRUE,democrat,"military,patriotism"
"Obama ""has no experience or background at all in national security affairs.""",FALSE,none,"Alcohol,city-government"
Jim Marshall votes liberal in Washington ... and we arent fooled.,FALSE,independent,"families,income,pensions,poverty,wealth"
Says its not accidental that the villain in the Batman movie is named Bane.,FALSE,republican,elections
White House spokesman Robert Gibbs lied when he said President Obamas birth certificate is posted on the Internet.,FALSE,democrat,health-care
A provision in the health care reform bill for end-of-life counseling for seniors is not entirely voluntary.,FALSE,republican,"ebola,public-health"
"Says Scott Bruun still believes in the same old direction that George Bush had before, which is to privatize Social Security.",TRUE,republican,"health-care,job-accomplishments,medicare"
"When McCain was questioned about hiring lobbyists to his campaign staff, ""his top lobbyist actually had the nerve to say, 'The American people won't care about this.' """,TRUE,democrat,"candidates-biography,crime,criminal-justice"
I was speaking out on pension reform almost 17 years ago.,TRUE,democrat,"city-government,elections"
Three of our cities are among the top five worst cities in the U.S. for asthma.,TRUE,republican,"health-care,voting-record"
The labor participation rate is at an all-time low.,FALSE,republican,"agriculture,energy,gas-prices"
"Mike Huckabee ""supported taxpayer-funded scholarships for illegal aliens.""",TRUE,republican,"federal-budget,health-care,taxes"
"For every 33 pregnant women that walk into a Planned Parenthood clinic, 32 receive an abortion.",FALSE,republican,religion
"Virginia spends $400,000 on abstinence programs while losing $2.5 million in federal funds due to Gov. Bob McDonnells political agenda.",TRUE,republican,"economy,foreign-policy"
Nearly 6 in 10 uninsured Americanscan get health insurance for what may be the equivalent of your cell phone bill.,TRUE,republican,foreign-policy
Cranstons 2014-2015 budget funds 100 percent of the local police and fire pension and other retiree benefit costs.,TRUE,republican,voting-record
Says the 2014-15 state budget cut border security and funding to fight criminal gangs.,FALSE,none,"pop-culture,pundits"
Says Democratic Party created the Ku Klux Klan.,FALSE,none,"candidates-biography,obama-birth-certificate"
"Says Roy Blunt secretly inserts language to benefit tobacco giant Philip Morris into a national security bill while Blunts girlfriend and son are lobbyists for the cigarette company, and just days earlier, 26 Philip Morris executives wrote checks to Blunt totaling $23,000.",TRUE,republican,health-care
Says Donald Trump mocked someone with a disability.,TRUE,democrat,social-security
"We rank below Ethiopia, Im told, in terms of our exports per capita, well below any of the other developed countries we trade with, and well below China and (South) Korea.",TRUE,democrat,"elections,ethics"
"Bill Heller raises taxes. Property taxes. Small business taxes. He even wants to tax the Internet. Mr. Heller said no to balancing the federal budget, that puts more debt on our kids.",TRUE,independent,"candidates-biography,debt,deficit,economy,government-regulation,history,job-accomplishments,labor,pensions,retirement,state-budget,state-finances,taxes,unions,wealth,workers"
"The U.S. spends $4 billion on research and development for energy, while spending $350 billion on oil from foreign countries, ""many of whom are our enemies.""",TRUE,republican,"energy,environment,government-regulation,health-care,public-health,market-regulation"
"Says the state auditor found that 37 percent of the 428,000 students receiving free and reduced-price lunches are ineligible.",FALSE,republican,"economy,jobs"
Says Barack Obama began his presidency going on a worldwide apology tour.,FALSE,republican,immigration
"[My administration is] well represented both racially, ethnically and gender-wise.",FALSE,republican,"abortion,deficit,federal-budget"
President Obama campaigned on a promise to put reproductive health care at the center of his reform plan.,TRUE,organization,"abortion,state-budget"
President Obama campaign surrogate Maryland Gov. Martin OMalley acknowledged that we are not better off than we were four years ago.,TRUE,democrat,health-care
"Site selectors who decide where businesses expand or relocate shun closed shop states like Wisconsin in favor of Right to Work states like Iowa, Indiana and Michigan.",TRUE,republican,"economy,income,job-accomplishments,labor,pensions,taxes,unions,workers"
Said he opposed every budget Republican and Democrat.,TRUE,republican,"crime,immigration,state-budget"
The House of Representatives has never sued a sitting president in all of U.S. history.,TRUE,republican,"civil-rights,history"
Only five Texas counties account for almost 90 percent of the (states) cattle industry.,FALSE,democrat,"campaign-finance,homeland-security,message-machine"
"Says President Barack Obama has allowed, each year hes been here, the prosecutions of gun cases (for background check failures) to go down. ... Theyve declined every year since President Bush left office.",TRUE,democrat,disability
Oregons budget has grown by 49 percent in just four years.,TRUE,republican,"economy,foreign-policy,trade"
"We've created or saved up to 1.6 million jobs, according to the CBO -- the Congressional Budget Office -- through the Recovery Act.",TRUE,republican,"message-machine,taxes"
Says Matt Bevin has repeatedly failed to pay his taxes.,FALSE,democrat,"energy,foreign-policy,oil-spill"
"California Republican gubernatorial hopeful Meg Whitman ""contributed to, and campaigned, for"" Democratic Sen. Barbara Boxer.",TRUE,republican,education
Says a Justice Department memo directs that you must openly embrace gay marriage and homosexuality.,FALSE,republican,foreign-policy
"Kasichs trade deals cost Ohio thousands of jobs - 49,000 jobs to Mexico, 91,000 to China.",FALSE,democrat,"city-government,diversity,women"
"Says with Jon Corzine, its the first time, I think, in history where a former Senator has been subpoenaed to testify before his former colleagues.",TRUE,none,"abortion,health-care"
Says Donald Trump brings in hundreds of foreign workers to replace Americans.,TRUE,republican,economy
Tuition-free public universities and colleges are just a pipe dream. False. They were both free up until the Vietnam War.,FALSE,organization,workers
Candidate Bill Byrne used campaign funds for work on his personal car.,TRUE,democrat,federal-budget
Pat Toomey thinks corporations shouldnt pay any taxes.,TRUE,democrat,"congress,legal-issues"
A construction worker whos making $50 or $60 grand a year shouldnt be paying higher tax rates than the guy whos making $50 million a year. And thats how its working right now.,TRUE,none,agriculture
"We have seized more currency, more drugs, more outbound arms in the past year than any year in our countrys history.",TRUE,republican,"guns,legal-issues"
"Theres never been a direct Supreme Court case on people who were here illegally, whether or not their kids are citizens.",TRUE,republican,state-budget
Some 8.1 million of the estimated 11 million to 12 million people in this country illegally are working.,TRUE,democrat,"economy,stimulus"
"Traditionally, presidential candidates release their tax returns . . . Mitt Romney still wont.",TRUE,republican,"ethics,taxes"
Says he never supported federal health care individual mandate.,FALSE,republican,"campaign-finance,candidates-biography,elections,message-machine"
Says the United States is in the worst recovery from an economic recession since World War II.,TRUE,republican,"families,gays-and-lesbians"
"In 1940, only 7 percentof Germans were Nazis.",FALSE,democrat,"economy,message-machine,trade"
The recidivism rate is nearly 29 percent and has been climbing steadily since detainees began being released from Guantanamo.,TRUE,republican,history
"Under Scott Walkers tax plan, the average Wisconsin taxpayer got just $11 a month. But corporations got $610 million in tax cuts. Millionaires got at least $1,400 per year.",TRUE,republican,"immigration,labor"
You cant raise taxes in Ohio. We are one of the highest taxed states in the country.,TRUE,none,"education,history"
Just 400 Americans -- 400 -- have more wealth than half of all Americans combined.,TRUE,republican,campaign-finance
Says president is spending $2.2 billion to give away ObamaPhones.,FALSE,democrat,"corporations,message-machine,taxes"
Says Obama has failed to pass a budget.,FALSE,democrat,taxes
Did you know Wisconsins AFSCME union has lost 50%+ of its members since no longer requiring membership?,TRUE,democrat,"crime,guns,immigration,marijuana"
"Says Joe Sestak voted to gut Medicare ... reducing benefits for 854,489 seniors and jeopardizing access to care for millions.",FALSE,republican,"immigration,legal-issues"
"Democratic tax hikes led $70 billion of wealth to leave New Jersey between 2004 and 2008, and mainly relocate to Florida, North Carolina, Virginia and Pennsylvania.",FALSE,republican,"foreign-policy,homeland-security,immigration,market-regulation,workers"
Wisconsins Government Accountability Board ignored their duties and did not regularly audit voters to remove felons for a span of 16 elections.,TRUE,none,"candidates-biography,message-machine-2012,new-hampshire-2012,taxes,transparency"
Says Florida had five sanctuary cities while Jeb Bush was governor.,FALSE,republican,"candidates-biography,government-regulation,health-care,public-health"
"Cover Florida ""is available to any Floridian, offering basic coverage for about $150 a month, instead of the typical $600 a month.""",FALSE,republican,economy
Says New Hampshire had the fourth-lowest unemployment rate in the country during Maggie Hassans time in the state Senate.,TRUE,republican,terrorism
On timing of announcement for president.,FALSE,republican,terrorism
"When the presidents spokesman was asked about (Anwar) al-Awlakis son, he said he should have chosen a more responsible father.",TRUE,democrat,"corporations,income,state-budget,taxes,wealth"
"In 1976, the first year that Pell Grants were fully funded, a full Pell Grant paid 72 percent of the cost of attendance at a typical four-year public college. Today, a full Pell Grant covers just 34 percent of those costs.",TRUE,republican,"message-machine,taxes"
"We have 17 intelligence agencies, civilian and military, who have all concluded that these espionage attacks, these cyberattacks, come from the highest levels of the Kremlin, and they are designed to influence our election.",TRUE,none,"economy,poverty,state-budget"
Were destroying more businesses in the United States now than are being created for the first time in our history.,TRUE,republican,"federal-budget,public-safety"
"In Buffalos SolarCity project, Andrew Cuomo will create maybe 500 jobs if it ever happens at all, at about $1.5 million per job.",FALSE,republican,federal-budget
"Obama said his proposed $1,000 emergency energy rebate ""will be enough to offset the increased cost of gas for a working family over the next 4 months.""",TRUE,newsmaker,"elections,state-budget,unions"
Says Barack Obama has deported more people than any other president in this countrys history.,TRUE,republican,"health-care,medicare,message-machine"
The annual cost of free tax credits alone paid to illegal immigrants quadrupled to $4.2 billion in 2011.,TRUE,republican,taxes
Says fewer than 30 percent of Texas college students graduate in four years and only 58 percent graduate within six years.,TRUE,republican,"elections,government-regulation"
"In states where beer is unregulated, the per capita production is significantly higher.",FALSE,republican,immigration
"The average kid comes out of Virginia colleges with about $25,000-plus in debt.",TRUE,democrat,"florida,health-care"
"Says Mitt Romney told university students in Ohio that to start a business, they should borrow money if you have to from your parents.",TRUE,democrat,"jobs,taxes"
"In the state of Indiana, Ive signed more than $3.5 billion in tax relief.",TRUE,republican,"elections,job-accomplishments,state-budget"
Says Donald Trump never said that more nations should get nuclear weapons.,FALSE,republican,"civil-rights,homeland-security,legal-issues,military"
"Mayor Giuliani made New York City what's known as a 'sanctuary city,' where illegal aliens were allowed to come. And he instructed the leaders of the city not to enforce the law, not to enforce immigration law.",TRUE,democrat,education
"Scott Walker couldnt get his own party to back more than a 500-student increase in Milwaukees school choice program, but in Indiana, Mitch Daniels voucher program is approaching 30,000 students two years after opening.",TRUE,democrat,"elections,foreign-policy,history,homeland-security"
Rick Scott wants to take us back to the days of insurance companies denying coverage for pre-existing conditions.,TRUE,republican,"economy,small-business"
Says Hillary Clinton laid the groundwork for getting chemical weapons out of Syria.,FALSE,republican,"economy,jobs"
Newt Gingrich teamed with Nancy Pelosi and Al Gore on global warming.,TRUE,democrat,energy
The Senate immigration bill unleashes a massive increase in overall immigration. Were talking about a population increase under the Senate bill of over 70 million people in 20 years.,FALSE,none,"immigration,message-machine-2012"
"Says a federal judge in San Antonio issued a ruling that not only could the students not pray at their graduation, if they used the word benediction, the word invocation, the word God, asked the audience to stand or asked for a moment of silence, he would put the superintendent in jail.",TRUE,republican,"immigration,taxes"
Says he will pursue change in federal law to protect employees from extortion from a union because the Supreme Court has ruled that federal prohibitions outlawing extortion usually do not apply to unions.,FALSE,republican,education
"Obama ""shunned the opportunity to talk to soldiers to thank them for their service.""",FALSE,republican,"Alcohol,market-regulation"
"And while (Ted) Strickland proposed cuts for services for children, he wasted over $250,000 remodeling his bathrooms at the governors mansion.",FALSE,republican,education
